Time	 Temp	Sal	Date
270.75	30.6	1.3	July_17th
271	30.6	1.2	July_17th
271.25	30.6	1.2	July_17th
271.5	30.6	1.2	July_17th
271.75	30.5	1.2	July_17th
272	30.5	1.1	July_17th
272.25	30.5	1.1	July_17th
272.5	30.4	1	July_17th
272.75	30.3	1	July_17th
273	30.3	0.9	July_18th
273.25	30.2	0.9	July_18th
273.5	30.1	0.8	July_18th
273.75	30	0.8	July_18th
274	29.9	0.8	July_18th
274.25	29.8	0.7	July_18th
274.5	29.7	0.7	July_18th
274.75	29.5	0.6	July_18th
275	29.4	0.6	July_18th
275.25	29.3	0.6	July_18th
275.5	29.4	0.6	July_18th
275.75	29.4	0.6	July_18th
276	29.4	0.7	July_18th
276.25	29.4	0.7	July_18th
276.5	29.4	0.8	July_18th
276.75	29.4	0.8	July_18th
277	29.4	0.8	July_18th
277.25	29.4	0.9	July_18th
277.5	29.3	1	July_18th
277.75	29.3	1	July_18th
278	29.2	1.1	July_18th
278.25	29.2	1.1	July_18th
278.5	29.2	1.2	July_18th
278.75	29.1	1.2	July_18th
279	29	1.3	July_18th
279.25	28.9	1.3	July_18th
279.5	28.8	1.3	July_18th
279.75	28.8	1.4	July_18th
280	28.8	1.4	July_18th
280.25	28.7	1.4	July_18th
280.5	28.7	1.4	July_18th
280.75	28.7	1.5	July_18th
281	28.7	1.5	July_18th
281.25	28.7	1.5	July_18th
281.5	28.9	1.3	July_18th
281.75	29.1	1.3	July_18th
282	29.2	1.3	July_18th
282.25	29.1	1.3	July_18th
282.5	29	1.2	July_18th
282.75	29.1	1.2	July_18th
283	29.2	1.2	July_18th
283.25	29.4	1.1	July_18th
283.5	29.5	1.1	July_18th
283.75	29.5	1.1	July_18th
284	29.6	1	July_18th
284.25	29.7	1	July_18th
284.5	29.9	0.9	July_18th
284.75	29.9	0.9	July_18th
285	30	0.9	July_18th
285.25	30.2	0.8	July_18th
285.5	30.2	0.8	July_18th
285.75	30.5	0.8	July_18th
286	30.5	0.7	July_18th
286.25	30.6	0.6	July_18th
286.5	30.6	0.6	July_18th
286.75	30.7	0.5	July_18th
287	30.8	0.5	July_18th
287.25	30.8	0.5	July_18th
287.5	30.9	0.5	July_18th
287.75	31.1	0.6	July_18th
288	31.1	0.6	July_18th
288.25	31.2	0.6	July_18th
288.5	31.2	0.7	July_18th
288.75	31.3	0.7	July_18th
289	31.5	0.8	July_18th
289.25	31.6	0.9	July_18th
289.5	31.7	0.9	July_18th
289.75	31.7	1	July_18th
290	31.7	1	July_18th
290.25	31.6	1.1	July_18th
290.5	31.5	1.2	July_18th
290.75	31.5	1.2	July_18th
291	31.5	1.2	July_18th
291.25	31.5	1.3	July_18th
291.5	31.4	1.3	July_18th
291.75	31.3	1.4	July_18th
292	31.2	1.4	July_18th
292.25	31.1	1.5	July_18th
292.5	31	1.5	July_18th
292.75	31	1.5	July_18th
293	30.8	1.5	July_18th
293.25	30.8	1.6	July_18th
293.5	30.7	1.6	July_18th
293.75	30.6	1.6	July_18th
294	30.5	1.6	July_18th
294.25	30.4	1.7	July_18th
294.5	30.5	1.6	July_18th
294.75	30.5	1.5	July_18th
295	30.5	1.5	July_18th
295.25	30.5	1.5	July_18th
295.5	30.6	1.5	July_18th
295.75	30.7	1.4	July_18th
296	30.7	1.4	July_18th
296.25	30.7	1.3	July_18th
296.5	30.7	1.3	July_18th
296.75	30.7	1.3	July_18th
297	30.7	1.2	July_19th
297.25	30.7	1.2	July_19th
297.5	30.7	1.2	July_19th
297.75	30.6	1.1	July_19th
298	30.5	1.1	July_19th
298.25	30.5	1	July_19th
298.5	30.4	1	July_19th
298.75	30.3	0.9	July_19th
299	30.2	0.9	July_19th
299.25	30.1	0.8	July_19th
299.5	30	0.8	July_19th
299.75	29.9	0.7	July_19th
300	29.7	0.7	July_19th
300.25	29.6	0.6	July_19th
300.5	29.6	0.6	July_19th
300.75	29.7	0.7	July_19th
301	29.7	0.7	July_19th
301.25	29.7	0.8	July_19th
301.5	29.7	0.8	July_19th
301.75	29.7	0.9	July_19th
302	29.7	0.9	July_19th
302.25	29.7	1	July_19th
302.5	29.7	1	July_19th
302.75	29.6	1.1	July_19th
303	29.5	1.2	July_19th
303.25	29.5	1.2	July_19th
303.5	29.4	1.3	July_19th
303.75	29.4	1.3	July_19th
304	29.3	1.4	July_19th
304.25	29.3	1.4	July_19th
304.5	29.2	1.4	July_19th
304.75	29.2	1.5	July_19th
305	29.2	1.5	July_19th
305.25	29.1	1.5	July_19th
305.5	29.1	1.6	July_19th
305.75	29.1	1.6	July_19th
306	29.1	1.6	July_19th
306.25	29.1	1.7	July_19th
306.5	30	1.4	July_19th
306.75	29.5	1.5	July_19th
307	30.9	1.4	July_19th
307.25	30.7	1.4	July_19th
307.5	30.3	1.3	July_19th
307.75	30.3	1.3	July_19th
308	30.4	1.3	July_19th
308.25	30.7	1.3	July_19th
308.5	30.8	1.2	July_19th
308.75	30.8	1.2	July_19th
309	30.9	1.1	July_19th
309.25	31.1	1.1	July_19th
309.5	31.3	1	July_19th
309.75	31.5	1	July_19th
310	31.7	0.9	July_19th
310.25	31.9	0.9	July_19th
310.5	32.1	0.8	July_19th
310.75	32.3	0.8	July_19th
311	32.4	0.7	July_19th
311.25	32.6	0.7	July_19th
311.5	32.6	0.6	July_19th
311.75	32.5	0.6	July_19th
312	32.5	0.6	July_19th
312.25	32.4	0.5	July_19th
312.5	32.3	0.6	July_19th
312.75	32.4	0.6	July_19th
313	32.5	0.7	July_19th
313.25	32.5	0.7	July_19th
313.5	32.5	0.8	July_19th
313.75	32.5	0.8	July_19th
314	32.5	0.9	July_19th
314.25	32.6	0.9	July_19th
314.5	32.6	1	July_19th
314.75	32.5	1.1	July_19th
315	32.5	1.2	July_19th
315.25	32.4	1.2	July_19th
315.5	32.3	1.3	July_19th
315.75	32.3	1.4	July_19th
316	32.2	1.4	July_19th
316.25	32.2	1.5	July_19th
316.5	32.2	1.5	July_19th
316.75	32.1	1.5	July_19th
317	32.1	1.6	July_19th
317.25	32	1.6	July_19th
317.5	31.9	1.6	July_19th
317.75	31.8	1.7	July_19th
318	31.8	1.7	July_19th
318.25	31.7	1.7	July_19th
318.5	31.6	1.8	July_19th
318.75	31.5	1.8	July_19th
319	31.4	1.8	July_19th
319.25	31.4	1.8	July_19th
319.5	31.4	1.8	July_19th
319.75	31.4	1.7	July_19th
320	31.4	1.7	July_19th
320.25	31.3	1.6	July_19th
320.5	31.5	1.6	July_19th
320.75	31.5	1.6	July_19th
321	31.5	1.5	July_20th
321.25	31.5	1.5	July_20th
321.5	31.5	1.5	July_20th
321.75	31.5	1.4	July_20th
322	31.4	1.4	July_20th
322.25	31.4	1.4	July_20th
322.5	31.4	1.3	July_20th
322.75	31.3	1.3	July_20th
323	31.2	1.2	July_20th
323.25	31.2	1.1	July_20th
323.5	31.1	1.1	July_20th
323.75	31	1	July_20th
324	30.9	1	July_20th
324.25	30.9	0.9	July_20th
324.5	30.8	0.9	July_20th
324.75	30.6	0.8	July_20th
325	30.5	0.8	July_20th
325.25	30.3	0.7	July_20th
325.5	30.2	0.7	July_20th
325.75	30.3	0.7	July_20th
326	30.3	0.7	July_20th
326.25	30.4	0.8	July_20th
326.5	30.4	0.8	July_20th
326.75	30.4	0.9	July_20th
327	30.4	0.9	July_20th
327.25	30.4	1	July_20th
327.5	30.4	1.1	July_20th
327.75	30.4	1.1	July_20th
328	30.3	1.2	July_20th
328.25	30.2	1.3	July_20th
328.5	30.2	1.3	July_20th
328.75	30.2	1.4	July_20th
329	30.1	1.4	July_20th
329.25	30.1	1.5	July_20th
329.5	30.1	1.5	July_20th
329.75	30.1	1.6	July_20th
330	30.1	1.6	July_20th
330.25	30.1	1.6	July_20th
330.5	30	1.7	July_20th
330.75	30	1.7	July_20th
331	30	1.8	July_20th
331.25	30	1.8	July_20th
331.5	30.9	1.6	July_20th
331.75	31.8	1.6	July_20th
332	32.4	1.5	July_20th
332.25	31.7	1.5	July_20th
332.5	31.4	1.4	July_20th
332.75	31.6	1.4	July_20th
333	31.8	1.4	July_20th
333.25	31.9	1.3	July_20th
333.5	32	1.3	July_20th
333.75	32	1.2	July_20th
334	32.3	1.2	July_20th
334.25	32.4	1.1	July_20th
334.5	32.5	1.1	July_20th
334.75	32.7	1.1	July_20th
335	32.9	1	July_20th
335.25	33	1	July_20th
335.5	33.1	0.9	July_20th
335.75	33.2	0.8	July_20th
336	33.3	0.8	July_20th
336.25	33.4	0.7	July_20th
336.5	33.4	0.7	July_20th
336.75	33.5	0.6	July_20th
337	33.4	0.6	July_20th
337.25	33.5	0.6	July_20th
337.5	33.5	0.6	July_20th
337.75	33.5	0.7	July_20th
338	33.5	0.7	July_20th
338.25	33.4	0.8	July_20th
338.5	33.4	0.8	July_20th
338.75	33.4	0.9	July_20th
339	33.4	1	July_20th
339.25	33.4	1.1	July_20th
339.5	33.3	1.1	July_20th
339.75	33.2	1.2	July_20th
340	33.1	1.3	July_20th
340.25	32.9	1.4	July_20th
340.5	32.9	1.5	July_20th
340.75	32.8	1.5	July_20th
341	32.7	1.6	July_20th
341.25	32.7	1.6	July_20th
341.5	32.6	1.6	July_20th
341.75	32.5	1.7	July_20th
342	32.5	1.7	July_20th
342.25	32.4	1.8	July_20th
342.5	32.4	1.8	July_20th
342.75	32.3	1.8	July_20th
343	32.2	1.9	July_20th
343.25	32.2	1.9	July_20th
343.5	32.1	1.9	July_20th
343.75	32	1.9	July_20th
344	31.9	2	July_20th
344.25	31.9	2	July_20th
344.5	31.9	2	July_20th
344.75	31.9	1.8	July_20th
345	31.9	1.9	July_21th
345.25	31.8	1.8	July_21th
345.5	31.9	1.8	July_21th
345.75	31.9	1.8	July_21th
346	32	1.7	July_21th
346.25	31.9	1.7	July_21th
346.5	31.9	1.7	July_21th
346.75	31.9	1.6	July_21th
347	31.9	1.6	July_21th
347.25	31.9	1.6	July_21th
347.5	31.9	1.5	July_21th
347.75	31.8	1.4	July_21th
348	31.7	1.4	July_21th
348.25	31.7	1.3	July_21th
348.5	31.7	1.3	July_21th
348.75	31.6	1.2	July_21th
349	31.6	1.1	July_21th
349.25	31.5	1.1	July_21th
349.5	31.4	1	July_21th
349.75	31.3	1	July_21th
350	31.2	0.9	July_21th
350.25	31	0.8	July_21th
350.5	30.9	0.8	July_21th
350.75	30.9	0.8	July_21th
351	31	0.9	July_21th
351.25	31	0.9	July_21th
351.5	31.1	0.9	July_21th
351.75	31.1	1	July_21th
352	31.1	1.1	July_21th
352.25	31.1	1.1	July_21th
352.5	31.1	1.2	July_21th
352.75	31.1	1.3	July_21th
353	31	1.4	July_21th
353.25	31	1.4	July_21th
353.5	31	1.5	July_21th
353.75	31	1.5	July_21th
354	31	1.6	July_21th
354.25	31	1.6	July_21th
354.5	31	1.7	July_21th
354.75	31	1.7	July_21th
355	31	1.8	July_21th
355.25	31	1.8	July_21th
355.5	31	1.9	July_21th
355.75	31	1.9	July_21th
356	31	1.9	July_21th
356.25	31.1	1.9	July_21th
356.5	32	1.8	July_21th
356.75	31.9	1.8	July_21th
357	32.6	1.7	July_21th
357.25	32.6	1.6	July_21th
357.5	32.4	1.6	July_21th
357.75	32.6	1.6	July_21th
358	32.7	1.6	July_21th
358.25	32.8	1.5	July_21th
358.5	32.9	1.5	July_21th
358.75	33	1.4	July_21th
359	33	1.4	July_21th
359.25	33.2	1.3	July_21th
359.5	33.3	1.3	July_21th
359.75	33.4	1.2	July_21th
360	33.6	1.2	July_21th
360.25	33.8	1.1	July_21th
360.5	33.9	1.1	July_21th
360.75	33.9	1	July_21th
361	33.9	0.9	July_21th
361.25	33.9	0.8	July_21th
361.5	33.8	0.8	July_21th
361.75	33.8	0.7	July_21th
362	33.8	0.7	July_21th
362.25	33.8	0.7	July_21th
362.5	33.8	0.7	July_21th
362.75	33.8	0.8	July_21th
363	33.8	0.8	July_21th
363.25	33.8	0.9	July_21th
363.5	33.7	1	July_21th
363.75	33.7	1	July_21th
364	33.7	1.1	July_21th
364.25	33.7	1.2	July_21th
364.5	33.6	1.3	July_21th
364.75	33.5	1.4	July_21th
365	33.4	1.5	July_21th
365.25	33.3	1.5	July_21th
365.5	33.2	1.6	July_21th
365.75	33.2	1.7	July_21th
366	33.1	1.7	July_21th
366.25	33.1	1.8	July_21th
366.5	33	1.8	July_21th
366.75	33	1.9	July_21th
367	32.9	1.9	July_21th
367.25	32.9	1.9	July_21th
367.5	32.8	2	July_21th
367.75	32.7	2	July_21th
368	32.7	2	July_21th
368.25	32.6	2.1	July_21th
368.5	32.5	2.1	July_21th
368.75	32.5	2.1	July_21th
369	32.4	2.1	July_22nd
369.25	32.4	2.2	July_22nd
369.5	32.3	2.2	July_22nd
369.75	32.3	2.1	July_22nd
370	32.3	2.1	July_22nd
370.25	32.2	2.1	July_22nd
370.5	32.2	2	July_22nd
370.75	32.3	2	July_22nd
371	32.3	2	July_22nd
371.25	32.3	1.9	July_22nd
371.5	32.3	1.9	July_22nd
371.75	32.2	1.9	July_22nd
372	32.2	1.8	July_22nd
372.25	32.2	1.8	July_22nd
372.5	32.2	1.7	July_22nd
372.75	32.1	1.7	July_22nd
373	32.1	1.6	July_22nd
373.25	32	1.6	July_22nd
373.5	31.9	1.5	July_22nd
373.75	31.9	1.5	July_22nd
374	31.8	1.4	July_22nd
374.25	31.7	1.4	July_22nd
374.5	31.7	1.3	July_22nd
374.75	31.6	1.2	July_22nd
375	31.5	1.2	July_22nd
375.25	31.4	1.1	July_22nd
375.5	31.3	1.1	July_22nd
375.75	31.2	1	July_22nd
376	31.3	1	July_22nd
376.25	31.3	1.1	July_22nd
376.5	31.4	1.1	July_22nd
376.75	31.4	1.2	July_22nd
377	31.5	1.3	July_22nd
377.25	31.5	1.3	July_22nd
377.5	31.5	1.4	July_22nd
377.75	31.5	1.5	July_22nd
378	31.6	1.5	July_22nd
378.25	31.5	1.6	July_22nd
378.5	31.5	1.7	July_22nd
378.75	31.6	1.7	July_22nd
379	31.7	1.7	July_22nd
379.25	31.7	1.8	July_22nd
379.5	31.7	1.8	July_22nd
379.75	31.7	1.9	July_22nd
380	31.6	1.9	July_22nd
380.25	31.8	2	July_22nd
380.5	31.7	2	July_22nd
380.75	31.8	2	July_22nd
381	31.5	2.1	July_22nd
381.25	31.5	2.1	July_22nd
381.5	31.5	2.1	July_22nd
381.75	31.9	2.1	July_22nd
382	33.3	2	July_22nd
382.25	34.1	1.9	July_22nd
382.5	34.1	1.8	July_22nd
382.75	33	1.9	July_22nd
383	33.1	1.8	July_22nd
383.25	33.2	1.8	July_22nd
383.5	33.2	1.7	July_22nd
383.75	33.3	1.7	July_22nd
384	33.2	1.7	July_22nd
384.25	33.2	1.6	July_22nd
384.5	33.3	1.6	July_22nd
384.75	33.3	1.5	July_22nd
385	33.3	1.5	July_22nd
385.25	33.3	1.4	July_22nd
385.5	33.3	1.3	July_22nd
385.75	33.2	1.3	July_22nd
386	33.2	1.2	July_22nd
386.25	33.1	1.1	July_22nd
386.5	33	1.1	July_22nd
386.75	32.9	1	July_22nd
387	32.8	0.9	July_22nd
387.25	32.7	0.9	July_22nd
387.5	32.7	1	July_22nd
387.75	32.8	1	July_22nd
388	32.8	1.1	July_22nd
388.25	32.7	1.1	July_22nd
388.5	32.7	1.2	July_22nd
388.75	32.7	1.3	July_22nd
389	32.6	1.4	July_22nd
389.25	32.6	1.4	July_22nd
389.5	32.4	1.6	July_22nd
389.75	32.3	1.6	July_22nd
390	32.2	1.7	July_22nd
390.25	32.2	1.8	July_22nd
390.5	32.1	1.8	July_22nd
390.75	32.1	1.9	July_22nd
391	32	2	July_22nd
391.25	32	2.1	July_22nd
391.5	32	2.1	July_22nd
391.75	32	2.1	July_22nd
392	32	2.2	July_22nd
392.25	31.9	2.2	July_22nd
392.5	31.9	2.2	July_22nd
392.75	31.8	2.3	July_22nd
393	31.8	2.3	July_23rd
393.25	31.8	2.4	July_23rd
393.5	31.8	2.4	July_23rd
393.75	31.8	2.4	July_23rd
394	31.7	2.5	July_23rd
394.25	31.7	2.5	July_23rd
394.5	31.7	2.5	July_23rd
394.75	31.5	2.4	July_23rd
395	31.4	2.4	July_23rd
395.25	31.4	2.4	July_23rd
395.5	31.3	2.3	July_23rd
395.75	31.3	2.3	July_23rd
396	31.3	2.3	July_23rd
396.25	31.3	2.2	July_23rd
396.5	31.2	2.2	July_23rd
396.75	31.1	2.2	July_23rd
397	31	2.1	July_23rd
397.25	31	2.1	July_23rd
397.5	30.9	2	July_23rd
397.75	30.9	1.9	July_23rd
398	30.8	1.8	July_23rd
398.25	30.7	1.8	July_23rd
398.5	30.6	1.8	July_23rd
398.75	30.6	1.7	July_23rd
399	30.5	1.7	July_23rd
399.25	30.4	1.6	July_23rd
399.5	30.4	1.5	July_23rd
399.75	30.3	1.5	July_23rd
400	30.3	1.4	July_23rd
400.25	30.2	1.4	July_23rd
400.5	30.1	1.3	July_23rd
400.75	30.1	1.2	July_23rd
401	30.1	1.2	July_23rd
401.25	30.2	1.3	July_23rd
401.5	30.3	1.4	July_23rd
401.75	30.4	1.4	July_23rd
402	30.4	1.5	July_23rd
402.25	30.5	1.6	July_23rd
402.5	30.5	1.7	July_23rd
402.75	30.6	1.7	July_23rd
403	30.7	1.8	July_23rd
403.25	30.8	1.9	July_23rd
403.5	30.8	1.9	July_23rd
403.75	30.8	1.9	July_23rd
404	30.9	2	July_23rd
404.25	30.9	2	July_23rd
404.5	30.9	2	July_23rd
404.75	30.9	2.2	July_23rd
405	30.9	2.2	July_23rd
405.25	31	2.2	July_23rd
405.5	30.9	2.2	July_23rd
405.75	30.9	2.3	July_23rd
406	31	2.3	July_23rd
406.25	31	2.4	July_23rd
406.5	31	2.4	July_23rd
406.75	32.5	2.1	July_23rd
407	31.3	2.3	July_23rd
407.25	32.4	2.1	July_23rd
407.5	32	2.1	July_23rd
407.75	31.7	2	July_23rd
408	31.7	2	July_23rd
408.25	31.6	2	July_23rd
408.5	31.6	1.9	July_23rd
408.75	31.6	1.9	July_23rd
409	31.6	1.8	July_23rd
409.25	31.8	1.8	July_23rd
409.5	31.8	1.7	July_23rd
409.75	31.8	1.7	July_23rd
410	31.7	1.6	July_23rd
410.25	31.7	1.6	July_23rd
410.5	31.6	1.5	July_23rd
410.75	31.6	1.4	July_23rd
411	31.6	1.4	July_23rd
411.25	31.5	1.3	July_23rd
411.5	31.4	1.2	July_23rd
411.75	31.2	1.1	July_23rd
412	31.2	1.1	July_23rd
412.25	31.2	1.1	July_23rd
412.5	31.3	1.2	July_23rd
412.75	31.3	1.3	July_23rd
413	31.3	1.3	July_23rd
413.25	31.3	1.4	July_23rd
413.5	31.3	1.5	July_23rd
413.75	31.2	1.5	July_23rd
414	31.2	1.7	July_23rd
414.25	31.1	1.8	July_23rd
414.5	31.1	1.8	July_23rd
414.75	31	1.9	July_23rd
415	31	2	July_23rd
415.25	30.9	2	July_23rd
415.5	30.9	2	July_23rd
415.75	30.9	2.1	July_23rd
416	30.8	2.2	July_23rd
416.25	30.8	2.2	July_23rd
416.5	30.8	2.2	July_23rd
416.75	30.8	2.3	July_23rd
417	30.8	2.4	July_24th
417.25	30.8	2.4	July_24th
417.5	30.7	2.4	July_24th
417.75	30.7	2.5	July_24th
418	30.7	2.5	July_24th
418.25	30.6	2.5	July_24th
418.5	30.6	2.5	July_24th
418.75	30.6	2.6	July_24th
419	30.4	2.6	July_24th
419.25	30.3	2.5	July_24th
419.5	30.3	2.6	July_24th
419.75	30.2	2.6	July_24th
420	30.1	2.5	July_24th
420.25	30.2	2.5	July_24th
420.5	30.1	2.5	July_24th
420.75	30.1	2.4	July_24th
421	30.1	2.4	July_24th
421.25	30.1	2.4	July_24th
421.5	30.1	2.3	July_24th
421.75	30	2.3	July_24th
422	29.9	2.3	July_24th
422.25	29.9	2.2	July_24th
422.5	29.9	2.1	July_24th
422.75	29.8	2.1	July_24th
423	29.8	2	July_24th
423.25	29.7	2	July_24th
423.5	29.6	1.9	July_24th
423.75	29.6	1.9	July_24th
424	29.5	1.8	July_24th
424.25	29.5	1.8	July_24th
424.5	29.4	1.7	July_24th
424.75	29.4	1.7	July_24th
425	29.3	1.6	July_24th
425.25	29.2	1.5	July_24th
425.5	29.1	1.4	July_24th
425.75	29	1.4	July_24th
426	29	1.3	July_24th
426.25	29.2	1.4	July_24th
426.5	29.4	1.5	July_24th
426.75	29.4	1.7	July_24th
427	29.6	1.7	July_24th
427.25	29.6	1.7	July_24th
427.5	29.7	1.8	July_24th
427.75	29.8	1.8	July_24th
428	29.7	1.8	July_24th
428.25	29.7	1.9	July_24th
428.5	29.8	2	July_24th
428.75	29.8	2	July_24th
429	29.9	2	July_24th
429.25	29.9	2.1	July_24th
429.5	30.3	2.1	July_24th
429.75	30.2	2.1	July_24th
430	30.3	2.1	July_24th
430.25	30.3	2.3	July_24th
430.5	30.4	2.3	July_24th
430.75	30.3	2.3	July_24th
431	30.4	2.3	July_24th
431.25	30.2	2.4	July_24th
431.5	30.3	2.3	July_24th
431.75	31.3	2.2	July_24th
432	32.1	2.2	July_24th
432.25	32.6	2.1	July_24th
432.5	32	2.1	July_24th
432.75	31.8	2	July_24th
433	31.7	1.9	July_24th
433.25	31.6	2	July_24th
433.5	31.6	1.9	July_24th
433.75	31.5	1.9	July_24th
434	31.5	1.9	July_24th
434.25	31.4	1.8	July_24th
434.5	31.4	1.8	July_24th
434.75	31.4	1.7	July_24th
435	31.3	1.6	July_24th
435.25	31.2	1.5	July_24th
435.5	31.2	1.4	July_24th
435.75	31.1	1.4	July_24th
436	31	1.3	July_24th
436.25	30.9	1.2	July_24th
436.5	30.8	1.1	July_24th
436.75	30.7	1	July_24th
437	30.5	0.9	July_24th
437.25	30.3	0.9	July_24th
437.5	30.3	0.9	July_24th
437.75	30.5	1	July_24th
438	30.5	1.1	July_24th
438.25	30.6	1.2	July_24th
438.5	30.6	1.3	July_24th
438.75	30.6	1.4	July_24th
439	30.4	1.5	July_24th
439.25	30.2	1.5	July_24th
439.5	30.3	1.6	July_24th
439.75	30.4	1.7	July_24th
440	30.4	1.8	July_24th
440.25	30.4	1.9	July_24th
440.5	30.3	1.9	July_24th
440.75	30.3	2	July_24th
441	30.2	2.1	July_25th
441.25	30.1	2	July_25th
441.5	30.1	2.1	July_25th
441.75	30.1	2.1	July_25th
442	30	2.2	July_25th
442.25	30	2.3	July_25th
442.5	30.1	2.4	July_25th
442.75	30.1	2.4	July_25th
443	30.1	2.5	July_25th
443.25	30.1	2.5	July_25th
443.5	30.1	2.5	July_25th
443.75	30.1	2.5	July_25th
444	30.1	2.6	July_25th
444.25	30.1	2.6	July_25th
444.5	30	2.5	July_25th
444.75	29.7	2.4	July_25th
445	29.7	2.3	July_25th
445.25	29.6	2.3	July_25th
445.5	29.6	2.3	July_25th
445.75	29.6	2.2	July_25th
446	29.5	2.2	July_25th
446.25	29.5	2.1	July_25th
446.5	29.4	2.1	July_25th
446.75	29.3	2	July_25th
447	29.3	1.9	July_25th
447.25	29.2	1.9	July_25th
447.5	29.2	1.8	July_25th
447.75	29.1	1.7	July_25th
448	29	1.6	July_25th
448.25	29	1.5	July_25th
448.5	28.9	1.5	July_25th
448.75	28.9	1.5	July_25th
449	28.8	1.4	July_25th
449.25	28.6	1.3	July_25th
449.5	28.3	1.2	July_25th
449.75	28	1	July_25th
450	27.9	0.9	July_25th
450.25	27.6	0.9	July_25th
450.5	27.4	0.8	July_25th
450.75	27.4	0.7	July_25th
451	27.3	0.7	July_25th
451.25	27.5	0.7	July_25th
451.5	27.8	0.8	July_25th
451.75	28.2	1	July_25th
452	28.4	1.1	July_25th
452.25	28.5	1.1	July_25th
452.5	28.6	1.3	July_25th
